Key,Source,Context,Changes,English,French,German,Klingon,Spanish
hubcapDesc,items,Item,KgNone,車のホイールキャップ(hubcap)。ウェイストランドのメカニックの手にかかれば、強力な地雷の材料になります。,An old hubcap can be used as part of a recipe to make a homemade landmine. It's great to be a gearhead.,"Eine alte Radkappe, mit der eigene Landminen gefertigt werden können. Es ist schön, nur Getriebe im Kopf zu haben.",Un viejo tapacubos que se puede usar como parte de la receta para fabricar minas terrestres caseras. Es genial para ser un reductor.,
ironArrowHead,items,Item,KgNone,Iron Arrowhead,Iron Arrowhead,Pfeilspitze aus Eisen,,Punta de flecha de hierro
ironArrowHeadDesc,items,Item,KgNone,鉄の矢(Iron Arrow)やボルトの素材です。,An iron arrowhead used to craft iron-tipped arrows.,Eine Pfeilspitze aus Eisen für einen Pfeil.,,Una punta de flecha de hierro que se usa para fabricar flechas con punta de hierro.
leather,items,Item,KgNone,Leather,Leather,Leder,,Cuero
masonJar,items,Item,KgNone,Empty Mason Jar,Empty Mason Jar,Leeres Einweckglas,,Mason Jar vacía
militaryFiber,items,Item,KgNone,Military Fiber,Military Fiber,Militärische Faser,,Fibra militar
militaryFiberDesc,items,Item,KgNone,軍用規格クリア品。\n軍の装備修理に必要です。,Military grade synthetic fibers are used to repair military armor. (ballistic armor to be accurate),"Militärische Synthetikfasern dienen dazu, Militärkleidung zu reparieren. (Ballistikpanzerung, um genau zu sein)","Las fibras militares sintéticas se usan para reparar armaduras militares. (armaduras balísticas, para ser más exactos)",
nail,items,Item,KgNone,Nails,Nails,Nägel,,Clavos
nailDesc,items,Item,KgNone,釘(nail)は家具や保管箱の材料になる他、ネイルガンの弾薬としても使えます。,"Nails are used to build furniture, large storage crates and as ammo for the nail gun.","Nägel werden für Möbel, große Kästen und als Munition für Nagelpistolen verwendet.","Los clavos se usan para construir mobiliario, cajones de almacenamiento grandes y como munición para la pistola de clavos.",
oil,items,Item,KgNone,Oil,Oil,Öl,,Aceite
oilDesc,items,Item,KgNone,オイル(oil)。銃火器等の修理に必要な、修理キットの材料です。,Oil is a key ingredient for crafting repair kits.,Öl ist eine wichtige Zutat bei der Herstellung von Reparaturkits.,,El aceite es un ingrediente clave para fabricar kits de reparación.
oilShale,items,Item,KgNone,Oil Shale,Oil Shale,Ölschiefer,,Esquisto bituminoso
paper,items,Item,KgNone,Paper,Paper,Papier,,Papel
paperDesc,items,Item,KgNone,紙(paper)は ショットガン弾薬やTNTなど、色々なものの材料になります。,"Paper can be used with other ingredients to make shotgun ammo, blunderbuss ammo, TNT and more.","Papier kann mit anderen Zutaten verwendet werden, um Flintenmunition, Donnerbüchsenmunition, TNT und mehr zu fertigen.","El papel se puede usar junto con otros ingredientes para hacer munición de escopeta, trabucos, dinamita, etc.",
potassiumNitratePowder,items,Item,KgNone,Nitrate Powder,Nitrate Powder,Nitratpulver,,Pólvora de nitrato
potassiumNitratePowderDesc,items,Item,KgNone,硝酸カリウム粉末(potassium nitrate powder)は、火薬の原料になる他、抗生物質の材料でもあります。鍾乳石からも取れます。,Hey captain caveman! Nitrate can be used to make gunpowder and cave stalagmites are rich in it.,"Hey, Kapitän Höhlenmensch! Kaliumnitrat kann benutzt werden, um Schießpulver zu machen. Stalagmiten in Höhlen sind reich an Kaliumnitrat.","¡Ey, capitán troglodita! El nitrato se puede utilizar para producir pólvora. Las estalagmitas de las cuevas son ricas en nitrato.",
radiator,items,Item,KgNone,Brass Car Radiator,Brass Car Radiator,Autokühler aus Messing,,Radiador de coche de latón
radiatorDesc,items,Item,KgNone,真鍮製(brass)のアイテムです。スクラップにして鍛冶炉(forge)で溶解しましょう。\n多くの真鍮スクラップが手に入ります。,Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource.,"Gegenstände aus Messing können in deinem Rucksack zerlegt werden, um Messingstücke zu erhalten. Sie können auch in der Schmiede eingeschmolzen werden, um den Rohstoff selbst zu erhalten.",Los objetos de latón se pueden despedazar para tener chatarra de latón en tu mochila o fundir en la fragua para obtener recursos básicos.,
repairKit,items,Item,KgNone,Repair Kit,Repair Kit,Reparaturkit,,Kit de reparación
repairKitDesc,items,Item,KgNone,修理キット(repair kit)。銃火器やチェーンソーなどのツール、車両の修理に使います。,"Repair kits made from cloth, oil, duct tape and forged iron are used to repair guns, motorized tools, vehicles and more.","Reparaturkits aus Stoff, Öl, Klebeband und geschmiedetem Eisen dienen dazu, Waffen, motorisierte Werkzeuge, Fahrzeuge und mehr zu reparieren.","Los kits de reparación elaborados a partir de tela, aceite, hierro forjado y cinta de embalar se usan para reparar pistolas, herramientas motorizadas, vehículos, etc.",
rocketCasing,items,Item,KgNone,Rocket Casing,Rocket Casing,Raketengehäuse,,Carcasa de cohete
rocketCasingDesc,items,Item,KgNone,ロケット弾(Rocket)のクラフトの素材です。,A rocket casing is used to make ammo for the rocket launcher.,Mit einem Raketengehäuse wird Munition für Raketenwerfer hergestellt.,,Una carcasa de cohete se usa para obtener munición para el lanzacohetes.
rocketTip,items,Item,KgNone,Rocket Tip,Rocket Tip,Raketenspitze,,Punta de cohete
rocketTipDesc,items,Item,KgNone,ロケット弾(Rocket)のクラフトの素材です。,A rocket tip is used to make ammo for the rocket launcher.,Mit einer Raketenspitze wird Munition für Raketenwerfer hergestellt.,,Una punta de cohete se usa para obtener munición para el lanzacohetes.
rockSmall,items,Item,KgNone,Small Stone,Small Stone,Kleiner Stein,,Piedra pequeña
rockSmallDesc,items,Item,KgNone,小石(small rock)。多くのレシピの材料になります。鍛冶炉(forge)で溶解すれば、石(stone)要素が貯まります。,"Used in many recipes including stone axes, campfires & arrows. Can be thrown to distract zombies & are a core forging resource.","Wird in vielen Rezepten benutzt, darunter Steinäxte, Lagerfeuer und Pfeile. Er kann geworfen werden, um Zombies abzulenken, und ist ein Grundrohstoff beim Schmieden.","Se usa en muchas recetas, como hachas de piedra, fogatas o flechas. También se pueden lanzar para distraer a los zombis y son un recurso de forja básico.",
rottingFlesh,items,Item,KgNone,Rotting Flesh,Rotting Flesh,Verrottendes Fleisch,,Carne podrida
scrapBrass,items,Item,KgNone,Brass,Brass,Messing,,Latón
scrapBrassDesc,items,Item,KgNone,鍛冶炉(forge)で溶解すれば、真鍮(brass)が貯まります。,A core resource for forging that can be used to make ammo casings in the forge.,"Messingstücke sind ein Grundrohstoff, mit dem Patronenhülsen in der Schmiede gefertigt werden können.",Es un recurso básico para forjar lo que se usa para fabricar cartuchos de munición en la fragua.,
scrapIron,items,Item,KgNone,Iron,Iron,Eisen,,Hierro
scrapIronDesc,items,Item,KgNone,鍛冶炉(forge)で溶解すれば、鉄(iron)が貯まります。,"A core resource for crafting, forging, repairing & upgrading walls. Next to wood there's nothing more useful.","Ein Grundrohstoff beim Fertigen, Schmieden, Reparieren und Aufwerten von Mauern. Neben Holz gibt es keinen wichtigeren Rohstoff.","Un recurso básico para fabricar, forjar, reparar y mejorar paredes. Después de la madera, no hay nada más útil.",
scrapLead,items,Item,KgNone,Lead,Lead,Blei,,Plomo
scrapLeadDesc,items,Item,KgNone,鍛冶炉(forge)で溶解すれば、鉛(lead)が貯まります。,A core resource for forging can be used to make bullet tips and more in the forge.,"Bleistücke sind ein Grundrohstoff, mit dem Geschossspitzen und mehr in der Schmiede gefertigt werden können.",Es un recurso básico para forjar que se puede usar para fabricar puntas de bala en la fragua.,
scrapTungsten,items,Item,KgNone,Tungsten,Tungsten,Wolfram,,Tungsteno
shortMetalPipe,items,Item,KgNone,Short Iron Pipe,Short Iron Pipe,Kurzes Eisenrohr,,Tubería de hierro corta
shortMetalPipeDesc,items,Item,KgNone,短い鉄パイプ(short metal pipe)。色々なレシピで使われています。,A rather ordinary short iron pipe. Can be used in a variety of recipes.,Ein recht gewöhnliches kurzes Eisenrohr. Kann in diversen Rezepten benutzt werden.,,Una tubería de hierro corta común y corriente. Se puede usar en varias recetas.
spring,items,Item,KgNone,Spring,Spring,Schraubenfeder,,Resorte
steelArrowHead,items,Item,KgNone,Steel Arrowhead,Steel Arrowhead,Pfeilspitze aus Stahl,,Punta de flecha de acero
steelArrowHeadDesc,items,Item,KgNone,鋼鉄の矢(steel Arrow)やボルトの素材です。,A steel arrowhead used to craft steel-tipped arrows.,Eine Pfeilspitze aus Stahl für einen Pfeil.,,Una punta de flecha de acero que se usa para fabricar flechas con punta de acero.
tallow,items,Item,KgNone,Tallow,Tallow,Talg,,Sebo
tallowDesc,items,Item,EnChanged,精製された油脂(tallow)。ロウソクなど色々なものの材料になります。,Tallow can be used for candles and flaming arrows.,Talg kann für Kerzen und Feuerpfeile verwendet werden.,,El sebo se puede usar en velas y flechas incendiarias.
toolAndDieSet,items,Item,KgNone,Tool & Die Set,Tool & Die Set,Werkzeugkiste,,Juego de herramientas y dados
toolAndDieSetDesc,items,Item,KgNone,工具箱セット(tool and DIE set)。鍛冶炉(forge)にセットすれば、レシピが増えます。\nロケットランチャーを作れるレシピが解放されます。,A tool used in the forge to unlock recipes.,"Ein Werkzeug, mit dem in der Schmiede Rezepte freigeschaltet werden.",Una herramienta de la fragua para desbloquear recetas.,
torch,items,Item,KgNone,Torch,Torch,Fackel,,Antorcha
torchDesc,items,Item,EnChanged,松明(torch)。灯りとして、武器として使用できます。ロウソク(candle)より明るく光ります。街灯にもオススメです。,This torch can be used as a light source or weapon with a chance to catch enemies on fire. Place with secondary action. May attract zombies.,Diese Fackel dient als Lichtquelle oder Waffe und kann Gegner in Brand setzen. Mit der sekundären Aktion plazieren. Kann Zombies anziehen.,,Esta antorcha también se puede usar como fuente de luz o como arma con una pequeña posibilidad de prender fuego a un zombi. Colócala con la acción secundaria.
trophy,items,Item,KgNone,Brass Trophy,Brass Trophy,Messingtrophäe,,Trofeo de latón
trophy2,items,Item,KgNone,Lead Trophy,Lead Trophy,Bleitrophäe,,Trofeo de plomo
trophy2Desc,items,Item,KgNone,鉛製(lead)のアイテムです。スクラップにして鍛冶炉(forge)で溶解しましょう。,Lead objects can be scrapped into scrap lead in your backpack or smelted in a forge as a core resource.,"Gegenstände aus Blei können in deinem Rucksack zerlegt werden, um Bleistücke zu erhalten. Sie können auch in der Schmiede eingeschmolzen werden, um den Rohstoff selbst zu erhalten.",Los objetos de plomo se pueden despedazar para tener chatarra de plomo en tu mochila o fundir en la fragua para obtener recursos básicos.,
trophy3,items,Item,KgNone,Tungsten Trophy,Tungsten Trophy,Wolframtrophäe,,Trofeo de tungsteno
trophyDesc,items,Item,KgNone,真鍮(brass)製のアイテムです。スクラップにして鍛冶炉(forge)で溶解しましょう。,Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource.,"Gegenstände aus Messing können in deinem Rucksack zerlegt werden, um Messingstücke zu erhalten. Sie können auch in der Schmiede eingeschmolzen werden, um den Rohstoff selbst zu erhalten.",Los objetos de latón se pueden despedazar para tener chatarra de latón en tu mochila o fundir en la fragua para obtener recursos básicos.,
turd,items,Item,KgNone,A human turd,A human turd,Menschliche Scheiße,,Una mierda humana
turdDesc,items,Item,KgNone,なぜこんなところにウンコ(human turd)が？\n度胸試しでシタんでしょうか？,A disgusting turd. Only pick up on the clean end. It can be thrown at your friends or to distract zombies.,Ekelhafte Scheiße. Heb sie nur am sauberen Ende auf. Du kannst sie auf deine Freunde werfen oder damit Zombies ablenken.,,"Una mierda asquerosa. Recógela por la parte limpia. Se la puedes lanzar a tus amigos, o a los zombis para distraerlos."
wood,items,Item,KgNone,Wood,Wood,Holz,,Madera
woodDesc,items,Item,KgNone,木材(wood)。素晴らしいツールも素晴らしい建築もこれから作られます。,A piece of wood. Great for building tools and constructing wood frames for building.,"Ein Stück Holz. Ideal, um Werkzeuge und Holzrahmen für den Bau herzustellen.",Un trozo de madera. Ideal para construir herramientas y estructuras de madera para edificios.,
yuccaFibers,items,Item,KgNone,Plant Fibers,Plant Fibers,Pflanzenfaser,,Fibra vegetal
aloeCream,items,Medical,KgNone,Aloe Cream,Aloe Cream,Aloe-Creme,,Crema de aloe
aloeCreamDesc,items,Medical,KgNone,アロエクリーム(aloe Cream)は、回復効果を持つ救急用包帯の材料になります。,Aloe cream can be used to craft first aid bandages.,Mit Aloe-Creme können Erste-Hilfe-Bandagen gefertigt werden.,,La crema de aloe se puede usar para elaborar vendajes de primeros auxilios.
antibiotics,items,Medical,KgNone,Antibiotics,Antibiotics,Antibiotika,,Antibióticos
antibioticsDesc,items,Medical,KgNone,抗生物質は、感染症と赤痢を治療することができる万能薬です。\nキャンプファイアにビーカーを設置していれば作成出来ます。,Antibiotics can cure infections and dysentery. Can be crafted in a beaker at a campfire.,Antibiotika heilen Infektionen und Dysenterie. Kann in einem Messbecher am Lagerfeuer gefertigt werden.,,Los antibióticos pueden curar infecciones y la disentería. Se pueden elaborar en un matraz en una fogata.
